,name,total_time,f2l_time,ll_time,cross+1_time,ols_time,pll_time,total_time_percent,f2l_time_percent,ll_time_percent,cross+1_percent,ols_percent,pll_percent,total_stm,f2l_stm,ll_stm,cross+1_stm,ols_stm,pll_stm,total_stps,f2l_stps,ll_stps,cross+1_stps,ols_stps,pll_stps,total_etm,f2l_etm,ll_etm,cross+1_etm,ols_etm,pll_etm,total_etps,f2l_etps,ll_etps,cross+1_etps,ols_etps,pll_etps,cross_type,zbll,num_steps
784,Dylan Miller,5.6,3.43,2.17,1.6,0.77,1.63,100.0,61.3,38.8,28.6,13.8,29.1,58.0,33.0,25.0,13.0,12.0,17.0,10.36,9.62,11.52,8.13,15.58,10.43,60.0,35.0,25.0,13.0,12.0,17.0,10.71,10.2,11.52,8.13,15.58,10.43,cross,False,7.0
785,Dylan Miller,5.49,3.57,1.92,2.1,1.67,1.02,100.0,65.0,35.0,38.3,30.4,18.6,59.0,34.0,25.0,14.0,22.0,15.0,10.75,9.52,13.02,6.67,13.17,14.71,61.0,36.0,25.0,14.0,23.0,15.0,11.11,10.08,13.02,6.67,13.77,14.71,xxcross,False,5.0
786,Dylan Miller,3.99,3.07,0.92,1.7,1.17,0.16,100.0,76.9,23.1,42.6,29.3,4.0,45.0,32.0,13.0,13.0,19.0,1.0,11.28,10.42,14.13,7.65,16.24,6.25,47.0,34.0,13.0,14.0,19.0,1.0,11.78,11.07,14.13,8.24,16.24,6.25,cross,False,7.0
787,Muhammad Faeyza Koda,4.02,3.63,0.39,1.8,0.33,0.39,100.0,90.3,9.7,44.8,8.2,9.7,25.0,24.0,1.0,10.0,4.0,1.0,6.22,6.61,2.56,5.56,12.12,2.56,26.0,25.0,1.0,10.0,4.0,1.0,6.47,6.89,2.56,5.56,12.12,2.56,xcross,False,5.0
788,Luke Garrett,6.69,3.53,3.16,1.83,1.97,1.69,100.0,52.8,47.2,27.4,29.4,25.3,58.0,36.0,22.0,16.0,18.0,10.0,8.67,10.2,6.96,8.74,9.14,5.92,62.0,38.0,24.0,17.0,19.0,12.0,9.27,10.76,7.59,9.29,9.64,7.1,cross,False,7.0
789,Luke Garrett,5.41,3.1,2.31,1.07,1.87,0.91,100.0,57.3,42.7,19.8,34.6,16.8,57.0,34.0,23.0,9.0,21.0,10.0,10.54,10.97,9.96,8.41,11.23,10.99,58.0,35.0,23.0,9.0,21.0,10.0,10.72,11.29,9.96,8.41,11.23,10.99,cross,False,7.0
790,Luke Garrett,5.2,3.3,1.9,0.9,1.43,1.13,100.0,63.5,36.5,17.3,27.5,21.7,53.0,31.0,22.0,10.0,12.0,14.0,10.19,9.39,11.58,11.11,8.39,12.39,54.0,32.0,22.0,10.0,13.0,14.0,10.38,9.7,11.58,11.11,9.09,12.39,cross,False,7.0
791,Luke Garrett,5.94,3.23,2.71,1.23,2.03,1.47,100.0,54.4,45.6,20.7,34.2,24.7,61.0,35.0,26.0,11.0,19.0,15.0,10.27,10.84,9.59,8.94,9.36,10.2,63.0,37.0,26.0,12.0,20.0,15.0,10.61,11.46,9.59,9.76,9.85,10.2,cross,False,7.0
792,Dylan Miller,6.13,2.03,4.1,0.67,2.57,2.23,100.0,33.1,66.9,10.9,41.9,36.4,48.0,22.0,26.0,6.0,19.0,15.0,7.83,10.84,6.34,8.96,7.39,6.73,49.0,23.0,26.0,6.0,20.0,15.0,7.99,11.33,6.34,8.96,7.78,6.73,xcross,False,6.0
793,Dylan Miller,4.87,2.7,2.17,1.17,1.33,1.17,100.0,55.4,44.6,24.0,27.3,24.0,52.0,26.0,26.0,11.0,14.0,16.0,10.68,9.63,11.98,9.4,10.53,13.68,53.0,27.0,26.0,11.0,14.0,16.0,10.88,10.0,11.98,9.4,10.53,13.68,cross,False,7.0
794,Dylan Miller,4.68,2.83,1.85,1.23,1.63,1.11,100.0,60.5,39.5,26.3,34.8,23.7,44.0,26.0,18.0,10.0,16.0,10.0,9.4,9.19,9.73,8.13,9.82,9.01,47.0,28.0,19.0,10.0,17.0,11.0,10.04,9.89,10.27,8.13,10.43,9.91,cross,False,7.0
795,Dylan Miller,5.66,3.2,2.46,1.2,1.57,1.63,100.0,56.5,43.5,21.2,27.7,28.8,65.0,41.0,24.0,12.0,23.0,14.0,11.48,12.81,9.76,10.0,14.65,8.59,66.0,42.0,24.0,12.0,23.0,14.0,11.66,13.13,9.76,10.0,14.65,8.59,cross,False,7.0
796,Feliks Zemdegs,4.39,3.08,1.31,1.52,1.71,-0.0,100.0,70.2,29.8,34.6,39.0,0.0,41.0,30.0,11.0,14.0,15.0,0.0,9.34,9.74,8.4,9.21,8.77,0.0,41.0,30.0,11.0,14.0,15.0,0.0,9.34,9.74,8.4,9.21,8.77,0.0,cross,True,6.0
797,Feliks Zemdegs,4.3,3.12,1.18,1.32,1.78,0.0,100.0,72.6,27.4,30.7,41.4,0.0,38.0,28.0,10.0,9.0,18.0,0.0,8.84,8.97,8.47,6.82,10.11,0.0,40.0,30.0,10.0,10.0,19.0,0.0,9.3,9.62,8.47,7.58,10.67,0.0,cross,False,6.0
798,Feliks Zemdegs,4.87,3.64,1.23,1.48,0.88,1.23,100.0,74.7,25.3,30.4,18.1,25.3,52.0,37.0,15.0,11.0,9.0,15.0,10.68,10.16,12.2,7.43,10.23,12.2,53.0,38.0,15.0,12.0,9.0,15.0,10.88,10.44,12.2,8.11,10.23,12.2,xcross,False,5.0
799,Matty Hiroto Inaba,5.09,2.83,2.27,1.27,1.4,1.56,100.0,55.6,44.6,25.0,27.5,30.6,61.0,33.0,28.0,14.0,17.0,19.0,11.98,11.66,12.33,11.02,12.14,12.18,62.0,34.0,28.0,14.0,18.0,19.0,12.18,12.01,12.33,11.02,12.86,12.18,cross,False,7.0
800,Matty Hiroto Inaba,5.17,3.4,1.77,0.97,1.1,1.0,100.0,65.8,34.2,18.8,21.3,19.3,57.0,32.0,25.0,8.0,19.0,13.0,11.03,9.41,14.12,8.25,17.27,13.0,58.0,33.0,25.0,8.0,19.0,13.0,11.22,9.71,14.12,8.25,17.27,13.0,cross,False,6.0
801,Matty Hiroto Inaba,5.07,2.93,2.13,0.93,1.97,0.87,100.0,57.8,42.0,18.3,38.9,17.2,54.0,35.0,19.0,8.0,18.0,10.0,10.65,11.95,8.92,8.6,9.14,11.49,55.0,36.0,19.0,9.0,18.0,10.0,10.85,12.29,8.92,9.68,9.14,11.49,cross,False,7.0
802,Matty Hiroto Inaba,5.38,2.93,2.45,1.07,2.07,1.11,100.0,54.5,45.5,19.9,38.5,20.6,59.0,32.0,27.0,9.0,20.0,15.0,10.97,10.92,11.02,8.41,9.66,13.51,59.0,32.0,27.0,9.0,20.0,15.0,10.97,10.92,11.02,8.41,9.66,13.51,cross,False,7.0
803,Matty Hiroto Inaba,5.55,3.8,1.75,1.1,1.63,1.35,100.0,68.5,31.5,19.8,29.4,24.3,56.0,35.0,21.0,11.0,17.0,15.0,10.09,9.21,12.0,10.0,10.43,11.11,59.0,38.0,21.0,11.0,18.0,15.0,10.63,10.0,12.0,10.0,11.04,11.11,cross,False,7.0
804,Matty Hiroto Inaba,5.46,3.43,2.03,1.5,1.27,1.33,100.0,62.8,37.2,27.5,23.3,24.4,58.0,35.0,23.0,14.0,16.0,15.0,10.62,10.2,11.33,9.33,12.6,11.28,59.0,36.0,23.0,14.0,16.0,15.0,10.81,10.5,11.33,9.33,12.6,11.28,cross,False,7.0
805,Matty Hiroto Inaba,5.91,2.77,3.14,1.23,2.17,1.68,100.0,46.9,53.1,20.8,36.7,28.4,56.0,28.0,28.0,10.0,23.0,16.0,9.48,10.11,8.92,8.13,10.6,9.52,57.0,29.0,28.0,10.0,24.0,16.0,9.64,10.47,8.92,8.13,11.06,9.52,xcross,False,6.0
806,Matty Hiroto Inaba,5.54,3.3,2.24,1.17,1.03,2.24,100.0,59.6,40.4,21.1,18.6,40.4,34.0,24.0,10.0,6.0,11.0,10.0,6.14,7.27,4.46,5.13,10.68,4.46,38.0,27.0,11.0,8.0,12.0,11.0,6.86,8.18,4.91,6.84,11.65,4.91,pseudo xcross,False,5.0
807,Yiheng Wang,3.78,2.83,0.95,1.4,0.2,0.95,100.0,74.9,25.1,37.0,5.3,25.1,34.0,19.0,15.0,8.0,3.0,15.0,8.99,6.71,15.79,5.71,15.0,15.79,36.0,21.0,15.0,8.0,3.0,15.0,9.52,7.42,15.79,5.71,15.0,15.79,xxcross,False,4.0
808,Tymon Kolasiński,4.45,2.4,2.07,1.47,1.27,1.22,100.0,53.9,46.5,33.0,28.5,27.4,51.0,23.0,28.0,12.0,15.0,17.0,11.46,9.58,13.53,8.16,11.81,13.93,52.0,24.0,28.0,13.0,15.0,17.0,11.69,10.0,13.53,8.84,11.81,13.93,xxcross,False,5.0
809,Tymon Kolasiński,4.54,2.87,1.67,2.63,1.91,0.0,100.0,63.2,36.8,57.9,42.1,0.0,44.0,26.0,18.0,22.0,22.0,0.0,9.69,9.06,10.78,8.37,11.52,0.0,45.0,27.0,18.0,23.0,22.0,0.0,9.91,9.41,10.78,8.75,11.52,0.0,cross,True,4.0
810,Tymon Kolasiński,4.95,3.4,1.55,1.73,2.02,-0.0,100.0,68.7,31.3,34.9,40.8,0.0,52.0,35.0,17.0,12.0,24.0,0.0,10.51,10.29,10.97,6.94,11.88,0.0,52.0,35.0,17.0,12.0,24.0,0.0,10.51,10.29,10.97,6.94,11.88,0.0,cross,True,6.0
811,Tymon Kolasiński,5.34,3.33,2.01,1.5,2.03,1.17,100.0,62.4,37.6,28.1,38.0,21.9,57.0,31.0,26.0,9.0,22.0,16.0,10.67,9.31,12.94,6.0,10.84,13.68,59.0,33.0,26.0,9.0,24.0,16.0,11.05,9.91,12.94,6.0,11.82,13.68,xcross,True,6.0
812,Tymon Kolasiński,5.11,3.5,1.61,1.67,2.38,-0.0,100.0,68.5,31.5,32.7,46.6,0.0,56.0,39.0,17.0,12.0,29.0,0.0,10.96,11.14,10.56,7.19,12.18,0.0,56.0,39.0,17.0,12.0,29.0,0.0,10.96,11.14,10.56,7.19,12.18,0.0,cross,True,6.0
813,Ruihang Xu,4.97,3.5,1.47,2.07,1.07,0.84,100.0,70.4,29.6,41.6,21.5,16.9,59.0,38.0,21.0,12.0,17.0,12.0,11.87,10.86,14.29,5.8,15.89,14.29,59.0,38.0,21.0,12.0,17.0,12.0,11.87,10.86,14.29,5.8,15.89,14.29,cross,False,7.0
814,Matty Hiroto Inaba,3.12,2.23,0.89,0.6,1.45,-0.0,100.0,71.5,28.5,19.2,46.5,0.0,28.0,19.0,9.0,6.0,15.0,0.0,8.97,8.52,10.11,10.0,10.34,0.0,29.0,20.0,9.0,6.0,15.0,0.0,9.29,8.97,10.11,10.0,10.34,0.0,xxcross,True,4.0
815,Leo Borromeo,5.65,2.8,2.85,1.23,1.7,1.68,100.0,49.6,50.4,21.8,30.1,29.7,61.0,28.0,33.0,9.0,19.0,22.0,10.8,10.0,11.58,7.32,11.18,13.1,61.0,28.0,33.0,9.0,19.0,22.0,10.8,10.0,11.58,7.32,11.18,13.1,cross,False,7.0
816,Tymon Kolasiński,6.44,3.0,3.44,1.53,1.8,2.11,100.0,46.6,53.4,23.8,28.0,32.8,49.0,27.0,22.0,10.0,13.0,12.0,7.61,9.0,6.4,6.54,7.22,5.69,52.0,28.0,24.0,10.0,14.0,14.0,8.07,9.33,6.98,6.54,7.78,6.64,xcross,False,6.0
817,Tymon Kolasiński,6.17,3.63,2.54,2.0,1.17,1.84,100.0,58.8,41.2,32.4,19.0,29.8,70.0,40.0,30.0,15.0,17.0,20.0,11.35,11.02,11.81,7.5,14.53,10.87,72.0,42.0,30.0,16.0,18.0,20.0,11.67,11.57,11.81,8.0,15.38,10.87,cross,True,7.0
818,Tymon Kolasiński,5.92,3.73,2.19,1.73,1.63,0.95,100.0,63.0,37.0,29.2,27.5,16.0,60.0,36.0,24.0,16.0,15.0,12.0,10.14,9.65,10.96,9.25,9.2,12.63,61.0,37.0,24.0,16.0,16.0,12.0,10.3,9.92,10.96,9.25,9.82,12.63,cross,False,7.0
819,Tymon Kolasiński,5.91,3.3,2.61,1.73,2.07,1.51,100.0,55.8,44.2,29.3,35.0,25.5,59.0,28.0,31.0,12.0,19.0,20.0,9.98,8.48,11.88,6.94,9.18,13.25,61.0,30.0,31.0,13.0,20.0,20.0,10.32,9.09,11.88,7.51,9.66,13.25,cross,False,6.0
820,Tymon Kolasiński,5.14,4.23,0.91,2.37,0.77,0.14,100.0,82.3,17.7,46.1,15.0,2.7,40.0,32.0,8.0,15.0,7.0,1.0,7.78,7.57,8.79,6.33,9.09,7.14,40.0,32.0,8.0,15.0,7.0,1.0,7.78,7.57,8.79,6.33,9.09,7.14,xcross,False,5.0
821,Luke Griesser,5.48,3.6,1.88,1.77,1.63,1.08,100.0,65.7,34.3,32.3,29.7,19.7,59.0,38.0,21.0,15.0,16.0,14.0,10.77,10.56,11.17,8.47,9.82,12.96,61.0,40.0,21.0,16.0,16.0,14.0,11.13,11.11,11.17,9.04,9.82,12.96,cross,False,7.0
822,Luke Griesser,5.8,3.57,2.23,1.53,1.23,1.67,100.0,61.6,38.4,26.4,21.2,28.8,57.0,34.0,23.0,11.0,16.0,15.0,9.83,9.52,10.31,7.19,13.01,8.98,58.0,35.0,23.0,11.0,16.0,15.0,10.0,9.8,10.31,7.19,13.01,8.98,cross,False,7.0
823,Luke Griesser,6.56,3.6,2.96,1.43,2.27,1.69,100.0,54.9,45.1,21.8,34.6,25.8,64.0,35.0,29.0,10.0,23.0,15.0,9.76,9.72,9.8,6.99,10.13,8.88,64.0,35.0,29.0,10.0,23.0,15.0,9.76,9.72,9.8,6.99,10.13,8.88,cross,False,7.0
824,Luke Griesser,5.79,3.17,2.62,1.1,1.3,1.69,100.0,54.7,45.3,19.0,22.5,29.2,49.0,23.0,26.0,6.0,15.0,15.0,8.46,7.26,9.92,5.45,11.54,8.88,51.0,25.0,26.0,6.0,16.0,15.0,8.81,7.89,9.92,5.45,12.31,8.88,xcross,False,6.0
825,Leo Borromeo,4.8,2.83,1.97,1.1,1.0,1.43,100.0,59.0,41.0,22.9,20.8,29.8,52.0,27.0,25.0,9.0,13.0,17.0,10.83,9.54,12.69,8.18,13.0,11.89,53.0,28.0,25.0,9.0,13.0,17.0,11.04,9.89,12.69,8.18,13.0,11.89,cross,False,7.0
826,Matty Hiroto Inaba,5.99,3.93,2.06,0.97,2.07,1.22,100.0,65.6,34.4,16.2,34.6,20.4,58.0,33.0,25.0,9.0,17.0,17.0,9.68,8.4,12.14,9.28,8.21,13.93,58.0,33.0,25.0,9.0,17.0,17.0,9.68,8.4,12.14,9.28,8.21,13.93,xcross,False,6.0
827,Matty Hiroto Inaba,5.42,3.63,1.79,1.37,1.27,1.35,100.0,67.0,33.0,25.3,23.4,24.9,59.0,36.0,23.0,9.0,17.0,16.0,10.89,9.92,12.85,6.57,13.39,11.85,60.0,37.0,23.0,9.0,18.0,16.0,11.07,10.19,12.85,6.57,14.17,11.85,cross,False,7.0
828,Matty Hiroto Inaba,5.49,3.1,2.39,1.57,1.83,1.02,100.0,56.5,43.5,28.6,33.3,18.6,57.0,31.0,26.0,10.0,19.0,15.0,10.38,10.0,10.88,6.37,10.38,14.71,59.0,33.0,26.0,11.0,19.0,15.0,10.75,10.65,10.88,7.01,10.38,14.71,cross,False,7.0
829,Matty Hiroto Inaba,6.66,3.63,3.03,1.73,1.9,1.66,100.0,54.5,45.5,26.0,28.5,24.9,68.0,36.0,32.0,11.0,22.0,19.0,10.21,9.92,10.56,6.36,11.58,11.45,70.0,38.0,32.0,13.0,22.0,19.0,10.51,10.47,10.56,7.51,11.58,11.45,cross,False,7.0
830,Leo Borromeo,4.56,2.77,1.79,1.37,0.8,0.99,100.0,60.7,39.3,30.0,17.5,21.7,50.0,30.0,20.0,13.0,9.0,11.0,10.96,10.83,11.17,9.49,11.25,11.11,54.0,32.0,22.0,13.0,9.0,13.0,11.84,11.55,12.29,9.49,11.25,13.13,cross,False,6.0
831,Luke Griesser,5.97,3.77,2.2,1.1,1.43,1.34,100.0,63.1,36.9,18.4,24.0,22.4,63.0,36.0,27.0,7.0,18.0,17.0,10.55,9.55,12.27,6.36,12.59,12.69,64.0,37.0,27.0,7.0,18.0,17.0,10.72,9.81,12.27,6.36,12.59,12.69,xcross,False,6.0
832,Dylan Miller,5.28,3.17,2.11,0.73,1.73,1.28,100.0,60.0,40.0,13.8,32.8,24.2,55.0,28.0,27.0,7.0,17.0,17.0,10.42,8.83,12.8,9.59,9.83,13.28,56.0,29.0,27.0,7.0,18.0,17.0,10.61,9.15,12.8,9.59,10.4,13.28,cross,False,7.0
833,Dylan Miller,6.37,3.97,2.4,2.0,1.5,1.54,100.0,62.3,37.7,31.4,23.5,24.2,65.0,35.0,30.0,13.0,19.0,19.0,10.2,8.82,12.5,6.5,12.67,12.34,66.0,36.0,30.0,13.0,19.0,19.0,10.36,9.07,12.5,6.5,12.67,12.34,cross,False,7.0
834,Dylan Miller,5.25,3.0,2.25,1.33,1.6,1.28,100.0,57.1,42.9,25.3,30.5,24.4,54.0,31.0,23.0,13.0,15.0,16.0,10.29,10.33,10.22,9.77,9.38,12.5,56.0,33.0,23.0,14.0,15.0,16.0,10.67,11.0,10.22,10.53,9.38,12.5,cross,False,6.0
835,Dylan Miller,5.15,3.1,2.05,1.37,1.53,1.02,100.0,60.2,39.8,26.6,29.7,19.8,59.0,33.0,26.0,10.0,20.0,14.0,11.46,10.65,12.68,7.3,13.07,13.73,60.0,34.0,26.0,10.0,20.0,14.0,11.65,10.97,12.68,7.3,13.07,13.73,cross,False,7.0
836,Dylan Miller,5.75,3.1,2.65,1.13,1.6,1.62,100.0,53.9,46.1,19.7,27.8,28.2,50.0,27.0,23.0,8.0,16.0,15.0,8.7,8.71,8.68,7.08,10.0,9.26,52.0,29.0,23.0,8.0,16.0,15.0,9.04,9.35,8.68,7.08,10.0,9.26,xcross,False,6.0
837,Brian Johnson,5.43,3.78,1.65,1.13,1.6,1.13,100.0,69.6,30.4,20.8,29.5,20.8,46.0,29.0,17.0,9.0,15.0,11.0,8.47,7.67,10.3,7.96,9.38,9.73,48.0,31.0,17.0,9.0,16.0,11.0,8.84,8.2,10.3,7.96,10.0,9.73,cross,True,7.0
838,Brian Johnson,5.15,3.45,1.7,1.68,2.0,-0.0,100.0,67.0,33.0,32.6,38.8,0.0,48.0,31.0,17.0,12.0,21.0,0.0,9.32,8.99,10.0,7.14,10.5,0.0,49.0,32.0,17.0,12.0,21.0,0.0,9.51,9.28,10.0,7.14,10.5,0.0,cross,True,6.0
839,Brian Johnson,5.56,3.9,1.66,1.28,1.37,0.96,100.0,70.1,29.9,23.0,24.6,17.3,43.0,28.0,15.0,7.0,13.0,9.0,7.73,7.18,9.04,5.47,9.49,9.38,46.0,31.0,15.0,8.0,13.0,9.0,8.27,7.95,9.04,6.25,9.49,9.38,xcross,False,6.0
840,Brian Johnson,6.57,4.62,1.95,1.45,3.52,0.0,100.0,70.3,29.7,22.1,53.6,0.0,48.0,35.0,13.0,12.0,25.0,0.0,7.31,7.58,6.67,8.28,7.1,0.0,50.0,37.0,13.0,12.0,25.0,0.0,7.61,8.01,6.67,8.28,7.1,0.0,cross,True,6.0
841,Ryan Wu,5.38,3.13,2.25,1.83,1.5,1.01,100.0,58.2,41.8,34.0,27.9,18.8,44.0,26.0,18.0,10.0,10.0,11.0,8.18,8.31,8.0,5.46,6.67,10.89,45.0,27.0,18.0,10.0,10.0,11.0,8.36,8.63,8.0,5.46,6.67,10.89,cross,False,7.0
842,Ryan Wu,5.98,3.43,2.55,1.33,1.7,1.45,100.0,57.4,42.6,22.2,28.4,24.2,52.0,29.0,23.0,9.0,19.0,12.0,8.7,8.45,9.02,6.77,11.18,8.28,53.0,30.0,23.0,10.0,19.0,12.0,8.86,8.75,9.02,7.52,11.18,8.28,cross,False,7.0
843,Ryan Wu,5.86,3.53,2.33,1.3,1.97,1.23,100.0,60.2,39.8,22.2,33.6,21.0,57.0,33.0,24.0,9.0,20.0,13.0,9.73,9.35,10.3,6.92,10.15,10.57,59.0,35.0,24.0,10.0,21.0,13.0,10.07,9.92,10.3,7.69,10.66,10.57,cross,True,7.0
844,Ryan Wu,4.66,3.03,1.63,1.1,1.77,0.93,100.0,65.0,35.0,23.6,38.0,20.0,47.0,27.0,20.0,10.0,15.0,14.0,10.09,8.91,12.27,9.09,8.47,15.05,48.0,28.0,20.0,10.0,16.0,14.0,10.3,9.24,12.27,9.09,9.04,15.05,cross,False,7.0
845,Ryan Wu,5.92,3.33,2.59,1.4,1.97,1.49,100.0,56.3,43.8,23.6,33.3,25.2,56.0,30.0,26.0,11.0,17.0,18.0,9.46,9.01,10.04,7.86,8.63,12.08,58.0,32.0,26.0,12.0,18.0,18.0,9.8,9.61,10.04,8.57,9.14,12.08,cross,False,7.0
846,Tymon Kolasiński,5.91,2.9,3.01,1.13,2.2,1.51,100.0,49.1,50.9,19.1,37.2,25.5,59.0,31.0,28.0,8.0,20.0,16.0,9.98,10.69,9.3,7.08,9.09,10.6,59.0,31.0,28.0,8.0,20.0,16.0,9.98,10.69,9.3,7.08,9.09,10.6,xcross,False,6.0
847,Tymon Kolasiński,5.8,4.0,1.8,2.23,2.3,0.0,100.0,69.0,31.0,38.4,39.7,0.0,48.0,31.0,17.0,16.0,21.0,0.0,8.28,7.75,9.44,7.17,9.13,0.0,49.0,32.0,17.0,16.0,21.0,0.0,8.45,8.0,9.44,7.17,9.13,0.0,xxcross,True,4.0
848,Tymon Kolasiński,5.91,3.23,2.68,1.6,1.53,1.54,100.0,54.7,45.3,27.1,25.9,26.1,58.0,37.0,21.0,15.0,14.0,13.0,9.81,11.46,7.84,9.38,9.15,8.44,58.0,37.0,21.0,15.0,14.0,13.0,9.81,11.46,7.84,9.38,9.15,8.44,xcross,False,6.0
849,Tymon Kolasiński,5.98,4.13,1.85,1.33,2.88,-0.0,100.0,69.1,30.9,22.2,48.2,0.0,50.0,35.0,15.0,11.0,23.0,0.0,8.36,8.47,8.11,8.27,7.99,0.0,51.0,36.0,15.0,11.0,24.0,0.0,8.53,8.72,8.11,8.27,8.33,0.0,xcross,True,5.0
850,Tymon Kolasiński,6.54,4.17,2.37,1.8,1.77,1.21,100.0,63.8,36.2,27.5,27.1,18.5,60.0,42.0,18.0,14.0,19.0,7.0,9.17,10.07,7.59,7.78,10.73,5.79,60.0,42.0,18.0,14.0,19.0,7.0,9.17,10.07,7.59,7.78,10.73,5.79,xcross,False,6.0
851,Tymon Kolasiński,5.33,3.83,1.5,1.77,2.33,0.0,100.0,71.9,28.1,33.2,43.7,0.0,44.0,33.0,11.0,11.0,19.0,0.0,8.26,8.62,7.33,6.21,8.15,0.0,45.0,34.0,11.0,11.0,20.0,0.0,8.44,8.88,7.33,6.21,8.58,0.0,cross,True,5.0
852,Tymon Kolasiński,4.83,3.1,1.73,0.97,0.0,1.73,100.0,64.2,35.8,20.1,0.0,35.8,56.0,31.0,25.0,8.0,0.0,25.0,11.59,10.0,14.45,8.25,0.0,14.45,57.0,32.0,25.0,8.0,0.0,25.0,11.8,10.32,14.45,8.25,0.0,14.45,xcross,False,4.0
853,Tymon Kolasiński,5.5,3.0,2.5,1.03,1.17,1.33,100.0,54.5,45.5,18.7,21.3,24.2,55.0,33.0,22.0,8.0,12.0,10.0,10.0,11.0,8.8,7.77,10.26,7.52,56.0,33.0,23.0,8.0,12.0,11.0,10.18,11.0,9.2,7.77,10.26,8.27,xcross,False,5.0
854,Tymon Kolasiński,6.54,3.8,2.74,1.7,1.33,1.74,100.0,58.1,41.9,26.0,20.3,26.6,50.0,27.0,23.0,8.0,13.0,16.0,7.65,7.11,8.39,4.71,9.77,9.2,50.0,27.0,23.0,8.0,13.0,16.0,7.65,7.11,8.39,4.71,9.77,9.2,xcross,False,6.0
855,Tymon Kolasiński,5.9,3.97,1.93,1.43,1.63,1.27,100.0,67.3,32.7,24.2,27.6,21.5,50.0,33.0,17.0,9.0,16.0,9.0,8.47,8.31,8.81,6.29,9.82,7.09,53.0,35.0,18.0,10.0,16.0,10.0,8.98,8.82,9.33,6.99,9.82,7.87,xcross,False,6.0
856,Tymon Kolasiński,5.92,3.13,2.79,1.43,3.79,-0.0,100.0,52.9,47.1,24.2,64.0,0.0,54.0,32.0,22.0,13.0,33.0,0.0,9.12,10.22,7.89,9.09,8.71,0.0,54.0,32.0,22.0,13.0,33.0,0.0,9.12,10.22,7.89,9.09,8.71,0.0,xxcross,True,4.0
857,Tymon Kolasiński,5.89,3.6,2.29,2.1,1.4,1.56,100.0,61.1,38.9,35.7,23.8,26.5,59.0,33.0,26.0,15.0,17.0,16.0,10.02,9.17,11.35,7.14,12.14,10.26,60.0,34.0,26.0,15.0,18.0,16.0,10.19,9.44,11.35,7.14,12.86,10.26,xxcross,False,5.0
858,Tymon Kolasiński,6.02,3.03,2.99,1.17,1.97,1.59,100.0,50.3,49.7,19.4,32.7,26.4,65.0,32.0,33.0,9.0,25.0,16.0,10.8,10.56,11.04,7.69,12.69,10.06,65.0,32.0,33.0,9.0,25.0,16.0,10.8,10.56,11.04,7.69,12.69,10.06,xcross,False,6.0
859,Tymon Kolasiński,5.07,2.97,2.1,1.2,1.4,1.4,100.0,58.6,41.4,23.7,27.6,27.6,61.0,31.0,30.0,10.0,18.0,19.0,12.03,10.44,14.29,8.33,12.86,13.57,62.0,32.0,30.0,10.0,18.0,19.0,12.23,10.77,14.29,8.33,12.86,13.57,xcross,False,6.0
860,Tymon Kolasiński,5.55,3.7,1.85,1.43,1.87,1.25,100.0,66.7,33.3,25.8,33.7,22.5,54.0,31.0,23.0,13.0,15.0,16.0,9.73,8.38,12.43,9.09,8.02,12.8,55.0,32.0,23.0,13.0,15.0,16.0,9.91,8.65,12.43,9.09,8.02,12.8,cross,False,7.0
861,Tymon Kolasiński,6.77,4.13,2.64,1.03,2.07,1.84,100.0,61.0,39.0,15.2,30.6,27.2,60.0,34.0,26.0,7.0,22.0,18.0,8.86,8.23,9.85,6.8,10.63,9.78,61.0,35.0,26.0,7.0,22.0,18.0,9.01,8.47,9.85,6.8,10.63,9.78,xcross,True,6.0
862,Tymon Kolasiński,5.82,2.73,3.09,1.43,2.5,1.19,100.0,46.9,53.1,24.6,43.0,20.4,51.0,26.0,25.0,9.0,22.0,12.0,8.76,9.52,8.09,6.29,8.8,10.08,51.0,26.0,25.0,9.0,22.0,12.0,8.76,9.52,8.09,6.29,8.8,10.08,cross,False,6.0
863,Ruihang Xu,4.86,3.1,1.76,1.27,1.63,1.16,100.0,63.8,36.2,26.1,33.5,23.9,41.0,25.0,16.0,13.0,16.0,8.0,8.44,8.06,9.09,10.24,9.82,6.9,43.0,27.0,16.0,14.0,16.0,8.0,8.85,8.71,9.09,11.02,9.82,6.9,xxcross,False,5.0
864,Tymon Kolasiński,4.99,2.73,2.26,1.4,1.23,1.49,100.0,54.7,45.3,28.1,24.6,29.9,51.0,28.0,23.0,12.0,18.0,12.0,10.22,10.26,10.18,8.57,14.63,8.05,51.0,28.0,23.0,12.0,18.0,12.0,10.22,10.26,10.18,8.57,14.63,8.05,cross,False,7.0
865,Tymon Kolasiński,4.54,2.57,1.97,0.9,1.4,1.17,100.0,56.6,43.4,19.8,30.8,25.8,58.0,32.0,26.0,8.0,23.0,14.0,12.78,12.45,13.2,8.89,16.43,11.97,59.0,33.0,26.0,8.0,23.0,14.0,13.0,12.84,13.2,8.89,16.43,11.97,xcross,False,6.0
866,Ruihang Xu,4.59,2.83,1.76,1.0,1.33,1.19,100.0,61.7,38.3,21.8,29.0,25.9,47.0,30.0,17.0,12.0,17.0,8.0,10.24,10.6,9.66,12.0,12.78,6.72,50.0,33.0,17.0,12.0,18.0,8.0,10.89,11.66,9.66,12.0,13.53,6.72,cross,False,7.0
